clean_text,Sentiment,label
Yes to help Ruto to heal from unreturned love heartwitharrow which was painfulThe throbbing painthe sleepless nightsthe depression and above all help him survive Hope you remember this valentine day,Negative,0
Hopeless romantics wenye hawana mtu saa hii washasink into depression,Negative,0
An orgasm day keeps the depression away Thanks,Positive,1
Post partum depression,Positive,1
Reasons as to why bitterness is so far scientifically proven to be selfdetremental and futile leading to depression low self esteem and counter productivity,Positive,1
Selfcare is very important Will keep you from dress depression anxiety alcohol intake For more info of how to practice selfcare call 0757480261 infojabaliwellcom,Positive,1
That show is pure depression,Positive,1
Format for the Tweetchat answers A3 Mental impact of epileptic include loss of self esteem withdrawal due to stigma Long term effects of depression if an individual doesn’t get proper support to understand amp cope,Positive,1
Nope They think depression amd sadness is form of laziness,Negative,0
Depression is disease too That’s my point,Positive,1
The whole area between Kakuma and Lopur and the expansive Lokangae plains have been invaded by prosopis blade to blade type cover Mark you this is the area is characterized by potentiometric surface the cone of depression leading to the Lotikipi aquifer and the ensuing swamp,Positive,1
If you understand what depression isand that it would be solved by being bought for camerathats the part that prompted me to say sth And the truth always comes off as harsh btw,Positive,1
Im not judging At alla camera would make me smile really Do you know what depression isok,Positive,1
Daddy Owen Move on There is no need for depression Karma will definitely have its day with her Dont worry,Positive,1
Daddy Owen says he sank into depression when his wife left him for rich Naija man Wishes his ex well as she starts new life in Lagos,Positive,1
Kanze Dena helped me beat depression — Yvette Obura,Positive,1
Its 2 years now since overcame depression do sleep into depressed moods amp anxiety once in awhile but trust me Im at much better place than used to be Im not sharing this coz want to feel sorry for me but so you can understand why am who am chose happiness,Negative,0
Depression is social disease  disease of development,Positive,1
Unajua huyu atapata depression facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Positive,1
Ukianza kuwatch news zote ndo saa zingine unasahau mashida za kwako unaona vile hii nchi iko na shida mingi Kidogo kidogo unakumbuka za kwako ukiunganisha utapata depression Pray for Kenya still,Positive,1
Media houses zinaeza fanya uende depression,Positive,1
Sometimes the ship becomes covered with waves this represents the race belief in failure lack and limitation The storms of doubt anxiety and depression haunt us at times The disciples said “… Lord save us we perish”,Positive,1
The great preacher Charles Spur­geon who suffered from depression and anxiety said “I have learned to kiss the wave that throws me against the Rock of Ages” That is easier said than done no doubt But that is how spiritual growth happens,Positive,1
Someone that suffers depression or has survived suicidal attempt,Positive,1
Depression is an under statement,Positive,1
Mentally un stable patients with depression have worse outcome than those withoutThey also face lots of stigma and discrimination accessing treatment is difficult,Positive,1
“This has been the most severe crisis for the world of work since the Great Depression of the 1930s” The pandemic took huge toll on global jobs last year the United Nations said with the equivalent of more than quarter of billion lost,Positive,1
I have not heard the clergy talking about Unemployment Insecurity youth depression but they draw the line when it comes to BBI The hypocrisy stinks to the high heavens Political mouth piece and guns for hire Bure Kabisaa,Positive,1
Advantages of Therapy,Positive,1
Aaaaaaaaaa Bless you up More reggae less depression,Positive,1
Talk therapy can help great deal in dealing with StressDepression and anxiety,Positive,1
Unfortunately the Bible wasnt cognisant of the deleterious effects of sleep deprivation which include accelerated Atherosclerosis Alzheimers Depression and increased cancer risk,Positive,1
People dont fake depression They fake being okay,Positive,1
Depression is real look out for the signs,Positive,1
As man if you get depressed don’t open up nobody give fuck it’s the sad truth,Negative,0
Some times we blame depression for nothing when did you last have sex  facewithtearsofjoy,Positive,1
The story of Lawrence Warunge should be constant reminder that you must CONSTANTLY check on the MEN in your life This human beings really go through ALOT Depression is real,Positive,1
When both pregnant hiyo ni depression,Positive,1
Psychos have mental health issues If you have watched those documentaries and programs you will realise most of them from Ed Gein to The Zodiac Killer to anyone you might think of had mental issues  Apa ni ka unadhani kua na mental issues ni depression pekee,Negative,0
Depression due to unemployment inapeleka wasee over the fence ya ku pop pills siiieeetttt,Positive,1
These hell of streets can get you to depression not unless you strong,Positive,1
Yes first born ni Sawa Ikihappen ata couple wanaeza patwa na depression,Positive,1
Nikama msoto na njaa ndio depression,Positive,1
Months of depression,Positive,1
Woii huyo atashikwa na depression ya mwaka,Positive,1
Hawa watoto wa cerelac ukipiga atakuwa na emotional trauma na depression naskia,Positive,1
